sifra_umetnika,ime_umetnika,biografija,debut,tip
395848,Kyoung Seo,Kyoungseo first appeared on the 2016 TV reality show &ldquo;Fantastic Duo&rdquo; and also competed on &ldquo;Vocal Play II&rdquo; with songs like &ldquo;Blue Whale&rdquo; and &ldquo;You Did a Good Job&rdquo;. She officially debuted with a remake of the song &ldquo;Shiny Star&rdquo; in 2020.,2016,SO
234527,4Men,"Unlike its name, 4Men is actually a trio. One of the four men, Yoon Min-su, left the team in 2001 one man short of its namesake. However, Yoon’s departure apparently did not hurt the remaining members’ chemistry, as their albums have wowed music fans lately. The secret to the trio’s appeal is the intricate balance of Yong-jae’s high, soft voice and Young-jae’s masculine voice. Won-joo is the one in the middle, keeping the balance between these two extremes. They have gone through many difficulties together to come out closer than ever, and their music shows their strong bond.",,SO
232805,DongBangShinGi (TVXQ),"The name of the band Dong Bang Shin Ki, or “TVXQ,” means ‘the Gods will rise from the East.’ As the name implies, the band shot to success in Asia and all over the world. The band started out with 5 members, all in high school. The 5 members had the looks, the talent in both singing and dancing, and became one of the greatest boy bands, following in the footsteps of H.O.T. The members of the band were all recruited by SM Entertainment, the agency behind big Hallyu stars like BoA and H.O.T.     Hero, U-Know and Max were the winners of the SM Youth Best Contest. Xiah, the lead vocalist of the band was scouted after appearing on a talent show on local television. Micky was the winner of the grand prize at a song contest held in the US in 2001. All of the members are capable of performing a variety of music styles and dances. All 5 members of the band have powerful vocals which allow them to give stunning acapella performances. Since their debut, TVXQ has successfully entered the Asian market as one of the leading figures of Hallyu.     One country in particular that the group has seen major success in is Japan. The group has debuted at the top of the Oricon charts there, becoming the fifth non-Japanese Asian artist and the first male foreign group to have a number one single on the chart in 2008. They later even broke that record as the first foreign artist to have three singles debut at top. In 2010, after the release of their 30th single in Japan, they became the first foreign artist to have eight number one singles on the Oricon.    <b>Unfortunately, on July 31, 2009, three of the members filed a lawsuit against SM Entertainment to access whether their contract was valid. Hero, Micky, and Xiah argued that their 13-year contract was too long and that their earnings weren't fairly distributed. The three members won against the entertainment giant and started promoting as a trio under the name JYJ. </b>    The remaining two members stayed under SM Entertainment and planned for their comeback in Korea in January of 2011.",,SO
371700,Wheein (of Mamamu),"Wheein (born Jung Whee-in) is a singer and songwriter and lead vocalist of the group MAMAMOO. In April 2018, Wheein made her solo debut with the digital single &ldquo;Easy&rdquo;.",2014,SO
233287,Brown Eyed Girls,"The making of the Brown Eyed Girls took about 3 years from first the conception of the group, recruiting and training, to the production and release of the first debut album. The production of the album alone took about a year and half. Han Won-jong, the vocal coach of big K-pop stars like SG Wannabe, Jang Nara and Ok Joo-hyun, was in charge of training the members of the Brown Eyed Girls. The female quartet personifies the genre of music called “Hybrid Soul” in which R&B is combined with hip-hop.    Though they were definitely on the k-pop radar, the girls really struck gold with the song ""Abracadabra"". The sexy hip dance become a phenomenon and the catchy tune was enough to hook everyone into the girls' charms.    Many of the girls started to branch off with their solo activities after this level of success was established. Narsha made a successful solo debut, while Zea also released many solo tracks. Miryo invested in creating her own production studio to focus on her work. As for Ga-in, on top of her own solo song releases, she also became a crowd favorite for the show ""We Got Married"" with Jo-kwon of 2AM as her pretend husband.    It's took a long time coming, but their comeback album in 2011 hit the scene when a slew of other top notch girl groups made their comebacks: KARA, Girls Generation, and the Wonder Girls. However, the girls still stood their own, showing that when it comes to top girl idol groups, the Brown Eyed Girls should not be forgotten.",2006,SO
361599,Park Ji-hoon,"Park Ji-hoon is a singer and actor best known for his participation in the reality competition cable show &ldquo;Produce 101 Season 2.&rdquo; He finished 2nd overall and became a member of the project group Wanna One. Park actually made his debut in the entertainment industry as a child actor, appearing as a supporting cast member for the 2006 historical piece, &ldquo;Jumong.&rdquo; He has also taken part in musical productions such as &ldquo;Peter Pan&rdquo; and &ldquo;Radio Star.&rdquo; With the disbandment of Wanna One, Park began his solo career in March 2019.",2017,SO
347386,Girlsgeneration-ohgg,"Girls&rsquo; Generation-Oh!GG is the 2<sup>nd</sup> sub-unit of the veteran girl group, Girls&rsquo; Generation, which formed in 2018. The group comprises of five Girls&rsquo; Generation members who remained in the agency: Taeyeon, Sunny, Hyoyeon, Yuri and Yoona. The sub-unit officially debuted on September 5, 2018 with the single &ldquo;Lil&rsquo; Touch&rdquo;.",2018,SO
358460,HAEUN,Haeun is a singer who originally wanted to pursue sports but decided to do music after listening to Shin Yong-jae&rsquo;s songs. He has a song titled after the famous singer and member of the group 4Men. Haeun became well know after making appearances on the show &ldquo;Immortal Song Singing the Legend.&rdquo;,2018,SO
232550,Uhm Jung-hwa,,,SO
383427,Max Chang-min,"Changmin, also known as MAX Changmin or MAX, is a singer, songwriter, actor, and a member of the K-pop duo TVXQ. He debuted as TVXQ&rsquo;s youngest member in December 2003. Fluent in both Korean and Japanese, he has achieved commercial success throughout Asia as the main vocalist of TVXQ and starred in several dramas.",2003,SO
233332,Jun-jin,"Jun-jin (born Park Choong Jae) debuted with the boy band Shinhwa as a rapper and dancer in 1998.  He was eventually given a chance to show off his vocal talents with the release of Shinhwa’s 5th album in 2002.  As a member of one of Korea’s most popular boy bands, Jun-jin has enjoyed success at home and abroad, riding on the Hallyu wave.  In addition to his musical endeavors with the group, Jun-jin has also displayed his talent in acting, appearing in “Nonstop 4 (Sitcoms)”; “Gumiho Weh Jun {Forbidden Love/Tale of the Nine Tailed Foxes}” and “Let’s go to the Beach.”  He is currently concentrating on his solo singing career, releasing his first single in November 2006, entitled “사랑이 오지 않아요” or “Love Doesn’t Come.”  Though previously known for his dance skills, he is now focusing on ballads and is winning over a new fan base by showcasing his softer, romantic side.  Other facts: Jun-jin means ‘moving forward/advance’ in Korean; his father is singer Charlie Park also known as Park Young Chul.",,SO
232771,Brown Eyed Soul,"The noted male quartet Brown Eyed Soul is often called Korea’s Westlife, as they sound great as a group, but also as individuals. Lead vocalist Na-eol was the one who came up with the name Brown Eyed Soul. Just as the group name indicates, their genre of choice is soul. Their resonant and smooth voices are just perfect for expressing the spiritual aspect of soul music. However, their music is not 100% soul, but fused with a bit of pop to appeal to the masses. After their first album in 2003, Na-eol went about some solo promitions and released his own album, “Na-eol Back to the Soul Flight” in 2005. The group came back together to release their second album in 2007.    After three long years, though they did release a few singles here and there, Brown Eyed Soul released their third full-length album.  They had originally postponed their release date on November 25, 2010 because of North Korea’s attack on Yeonpyeong Island. However, due to their new songs being leaked online at midnight of the original release date, the group decided to push ahead and release their album officially too. Just one week after the music hit the public, their title song “If It’s The Same” ranked number one on all the major music charts (Melon, Monkey3, Dosirak, Soribada, etc).    They’re known as a group that rarely ever makes TV appearances due to their resolve to focus solely on the musical aspect of their craft. Well, one thing’s clear: they don’t need to.",,SO
233385,KARA,"KARA is a popular girl group in Korea. Their name is derived from a Greek word ""Chara"", which means sweet melody. The group was originally made up of four members: Park Gyu-ri, Han Seung-yeon, Nicole Jung, and Kim Sung-hee. However, Sung-hee left the group in 2007 due to parental pressures. Replacing her were two members: Kang Ji-young and Goo Ha-ra. The member change also chagned slightly the image of KARA as a group to a more cute, playful one.    When the group was originally made up of four members, it made its debut in March, 2007 with its first studio album entitled ‘Break It’ that featured funky and upbeat dance songs.  The group then released its second “mini” album featuring the two new members, entitled “Rock U” on August 1, 2008. The girls continued with their cutesy, upbeat image with the following singles Honey and Mister. These two songs really solidified KARA as one of the top girl groups. Then with the release of their single ""Lupin"" off of their mini album in 2009, the girls came out with a darker, more powerful appeal.    The girls soon debuted in Japan in 2010. This catapulted the group in the neighboring country to be not only one of the top Korean artists in Japan, but one of the top artists in Japan period. They won a slew of awards and records including the prestigious Oricon charts' New Artist of the Year award. They went platinum and double platium with their songs ""Jumping"" and ""Mister"". They also became the first female foreign group to rank #1 in the 1st week of release, to top the charts for 2 consecutive weeks, and to top the composite DVD chart.",,SO
239563,Ravi,"Ravi became a finalist on the reality survival TV show ""MyDol"". That clinched his spot in the new idol group under Jellyfish Entertainment called VIXX.    Ravi dabbled in some acting (for his labelmates' music videos; Brian's ""Let This Die"" and Seo In-gook's ""Shake It Up""). He also tried out for the rap survival show ""Show Me the Money 4, but unfortunately got eliminated in the second round.    Ravi's hip hop and rap talents led him to make his solo debut in 2017 with his first solo album.",2012,SO
235172,Boyfriend,"Starship Entertainment, the agency that brought you the girl idol group SISTAR, and Brave Brothers have produced another idol group: Boyfriend. Initially, the group wooed the hearts of young girls everywhere for their boyish charms, squeaky-clean image, and bright and happy spirits. One of the biggest draws was that two of the group's members were identical twin brothers. Twin brothers that were called the ""Kim Hyun-joong twins"" for looking so similarly to the popular singer (SS501) and actor (""Boys Over Flowers"", ""Playful Kiss""). Member Jung-min also had a doppelganger, Yoo Seung-ho. And Min-woo also gained his fair share of attention for being a very smiley backup dancer for the singer K-Will.     Since their rookie days, Boyfriend had nicknames like ""pet-idols"" for their approachable yet desirable image. They almost resented it because it seemed that more attention was going towards their looks and image rather than their talents. Talents that they honed for many hours a day for five years!     The guys didn't go through all of that for nothing. They plan to stick around and be the boyfriends of all k-pop lovers.",2011,SO
374849,VICTON,"VICTON, an acronym for Voice to New World, is a boy group that debuted in 2016. The group consists of seven members; Han Seung-woo, Kang Seung-sik, Heo Chan, Lim Se-jun, Do Han-se, Choi Byung-chan and Jung Su-bin. The group made their debut on November 9, 2016, with the extended play &ldquo;Voice to New World.&rdquo; They are most known for their debut song and pop hit &quot;I&#39;m Fine&quot;.",2016,SK
366284,U-Know,"U-Know Yunho (born Jung Yun-ho) is a singer/songwriter, actor and member of the K-pop boy band TVXQ. He debuted under the SM Entertainment label in 2003 as the leader of the group TVXQ. He has released chart-topping albums throughout Asia as a member of the group and made occasional acting appearances in TV dramas. In 2021, he released his 2nd solo EP &ldquo;NOIR&rdquo;.",2012,SO
390109,TREASURE,"EPs, Singles &amp; Remakes",2020,SK
233202,Shin Hye-sung,"It's been seven years since Shin Hye-sung first created waves with his groundbreaking debut as a member of the charismatic dance group, Shinhwa. Since then, going from the main vocalist of Shinhwa, to a member of the trio singing group called S, Shin Hye-sung's career has been marked with both brilliance and success. But his passion for music doesn't just stop there. He has decided to take on another challenge by becoming a ballad singer, releasing his first solo album, ""The Love of May."" Despite his many experiences with being onstage and in front of the camera, he still gets nervous and tense as if it is his first time. Shin wrote five of the 14 songs from his new album. These songs are about love and heartbreak. He has had his fair share of loving someone and breaking up with them. He thinks those experiences are the source of his inspiration. Also, he has a habit of writing down good lyrics on his cell phone and saving them whenever he thinks of something. Shin Hye-sung plans to enter the Japanese pop market with a new Japanese album this fall. He’s planning to release a completely new Japanese album without any of the songs being translated from his Korean album.  Shin Hye-sung moved to the U.S. when he was in his third year of junior high school in Korea and spent his high school years there. In junior high school, he liked playing sports such as soccer but he especially enjoyed basketball. Although he has enjoyed singing since he was a child, he never dreamt of becoming a singer. But, when he was in the U.S., he entered a singing contest at a Korean festival in L.A. and he really enjoyed it.",,SO
237811,Jun Hyo-seong,"Jeon Hyo-sung showed much talent in music and dance from an early age. She participated in my contests, competitions, and auditions as a child. She eventually made it into Good Entertainment where she was set to debut in a group called Five Girls in 2007, alongside many k-pop familiar names: G.na, Yubin of Wonder Girls, UEE of After School, and Yang Ji-won formerly of T-ara and now Spica.     Unfortunately, the company had financial problems and the group eventually disbanded even before debuting.     Hyosung later was discovered by TS Entertainment and eventually debuted as the leader of the group Secret in 2009.     Secret slowly but surely gained much popularity. They did hit a few bumps along the way, including a car accident which left Hyosung with a leg injury. She also sustained another injury from an accident on the stairs.     In 2014, TS Entertainment announced that Hyosung would be releasing a solo endeavor. She came out with a sexy title track called ""Good Night Kiss"", showcasing a more mature look different from what fans were able to see through the group Secret.",2009,SO
385755,DAY6,"Day6 is a Korean pop rock band that debuted in 2015 under the JYP Entertainment label. Their debut EP, &ldquo;The Day,&rdquo; peaked at No. 2 on Billboard&rsquo;s World Album Chart a week after its release. The band has five members: Sungjin, Jae, Young K, Wonpil and Dowoon. All of the group&rsquo;s members are involved in writing, composing and producing the band&rsquo;s music. The group released their latest EP, &ldquo;The Book of Us: Negentropy&rdquo; in 2021.",2015,SK
